gene_ID,chromosome,gene_length[bp],A_content[%],T_content[%],C_content[%],G_content[%],GC_content[%],category
5369,YOR334W,15,1413,32.69639,29.37013,19.60368,18.32979,37.93347,"GC content below 
 length above"
5370,YOR335C,15,2877,30.65693,29.44039,17.93535,21.96733,39.902680000000004,"GC content above 
 length above"
5371,YOR336W,15,4098,33.30893,30.7223,17.15471,18.81406,35.968770000000006,"GC content below 
 length above"
5372,YOR337W,15,2280,32.58772,26.71053,20.87719,19.82456,40.701750000000004,"GC content above 
 length above"
5373,YOR338W,15,1092,33.60806,25.64103,19.13919,21.61172,40.75091,"GC content above 
 length below"
5374,YOR339C,15,471,32.05945,27.38854,17.62208,22.92994,40.55202,"GC content above 
 length below"
5375,YOR340C,15,981,35.47401,25.99388,16.92151,21.6106,38.53211,"GC content below 
 length below"
5376,YOR341W,15,4995,32.25225,29.62963,17.7978,20.32032,38.11812,"GC content below 
 length above"
5377,YOR342C,15,960,34.16667,27.1875,21.77083,16.875,38.645830000000004,"GC content below 
 length below"
5378,YOR343W-A,15,1317,36.5224,24.98102,23.84207,14.65452,38.49659,"GC content below 
 length above"
5379,YOR343W-B,15,5314,36.97779,25.95032,21.35868,15.71321,37.071889999999996,"GC content below 
 length above"
5380,YOR344C,15,876,35.9589,24.65753,21.80365,17.57991,39.38356,"GC content below 
 length below"
5381,YOR346W,15,2958,35.80122,27.85666,17.10615,19.23597,36.342119999999994,"GC content below 
 length above"
5382,YOR347C,15,1521,28.99408,25.90401,21.49901,23.60289,45.1019,"GC content above 
 length above"
5383,YOR348C,15,1884,21.33758,26.4862,25.0,27.17622,52.17622,"GC content above 
 length above"
5384,YOR349W,15,3045,31.52709,29.62233,22.03612,16.81445,38.850570000000005,"GC content below 
 length above"
5385,YOR350C,15,1992,33.43373,31.1747,17.52008,17.87149,35.39157,"GC content below 
 length above"
5386,YOR351C,15,1494,33.40027,29.25033,17.00134,20.34806,37.3494,"GC content below 
 length above"
5387,YOR352W,15,1032,34.68992,28.48837,19.37984,17.44186,36.8217,"GC content below 
 length below"
5388,YOR353C,15,2376,35.39562,26.22054,19.23401,19.14983,38.383840000000006,"GC content below 
 length above"
5389,YOR354C,15,2079,34.29533,29.38913,17.98942,18.32612,36.31554,"GC content below 
 length above"
5390,YOR355W,15,1569,34.48056,27.53346,21.22371,16.76227,37.98598,"GC content below 
 length above"
5391,YOR356W,15,1896,31.38186,26.68776,16.82489,25.10549,41.93038,"GC content above 
 length above"
5392,YOR357C,15,489,32.31084,26.99387,17.99591,22.69939,40.6953,"GC content above 
 length below"
5393,YOR358W,15,729,32.51029,20.30178,20.02743,27.16049,47.18792,"GC content above 
 length below"
5394,YOR359W,15,1572,31.93384,27.16285,25.12723,15.77608,40.903310000000005,"GC content above 
 length above"
5395,YOR360C,15,1581,32.89058,31.24605,18.72233,17.14105,35.86338,"GC content below 
 length above"
5396,YOR361C,15,2292,31.9808,29.10122,18.54276,20.37522,38.91798,"GC content below 
 length above"
5397,YOR362C,15,867,30.10381,25.60554,19.4925,24.79815,44.29065,"GC content above 
 length below"
5398,YOR363C,15,2991,33.5005,28.95353,19.02374,18.52223,37.54597,"GC content below 
 length above"
5399,YOR365C,15,2112,30.35038,34.32765,18.22917,17.0928,35.32197,"GC content below 
 length above"
5400,YOR367W,15,603,35.65506,26.69983,17.08126,20.56385,37.64511,"GC content below 
 length below"
5401,YOR368W,15,1206,35.65506,28.44113,15.83748,20.06633,35.90381,"GC content below 
 length below"
5402,YOR369C,15,432,27.5463,29.16667,16.43519,26.85185,43.28704,"GC content above 
 length below"
5403,YOR370C,15,1812,31.6777,28.42163,19.03974,20.86093,39.90067,"GC content above 
 length above"
5404,YOR371C,15,2694,32.18263,28.28508,19.67335,19.85895,39.5323,"GC content below 
 length above"
5405,YOR372C,15,1665,35.25526,25.94595,22.94294,15.85586,38.7988,"GC content below 
 length above"
5406,YOR373W,15,2556,32.98122,25.23474,23.12207,18.66197,41.784040000000005,"GC content above 
 length above"
5407,YOR374W,15,1560,27.62821,27.94872,20.64103,23.78205,44.42308,"GC content above 
 length above"
5408,YOR375C,15,1365,27.76557,27.54579,20.95238,23.73626,44.68864000000001,"GC content above 
 length above"
5409,YOR376W-A,15,156,28.84615,33.97436,17.30769,19.87179,37.17948,"GC content below 
 length below"
5410,YOR377W,15,1578,32.25602,30.03802,17.93409,19.77186,37.70595,"GC content below 
 length above"
5411,YOR378W,15,1548,23.19121,31.52455,21.70543,23.57881,45.28424,"GC content above 
 length above"
5412,YOR380W,15,1641,29.06764,26.9348,22.73004,21.26752,43.99756,"GC content above 
 length above"
5413,YOR381W,15,2136,28.51124,31.74157,18.39888,21.34831,39.74719,"GC content above 
 length above"
5414,YOR381W-A,15,168,41.07143,25.0,18.45238,15.47619,33.92857,"GC content below 
 length below"
5415,YOR382W,15,462,26.19048,28.57143,27.92208,17.31602,45.2381,"GC content above 
 length below"
5416,YOR383C,15,615,20.4878,28.61789,30.89431,20.0,50.894310000000004,"GC content above 
 length below"
5417,YOR384W,15,2085,30.02398,28.29736,17.84173,23.83693,41.678659999999994,"GC content above 
 length above"
5418,YOR385W,15,873,32.7606,30.69874,18.21306,18.32761,36.54067,"GC content below 
 length below"
5419,YOR386W,15,1698,35.2768,28.15077,17.07892,19.49352,36.57244,"GC content below 
 length above"
5420,YOR387C,15,621,24.63768,32.68921,23.34944,19.32367,42.67311,"GC content above 
 length below"
5421,YOR388C,15,1131,30.5924,25.64103,18.12555,25.64103,43.766580000000005,"GC content above 
 length below"
5422,YOR389W,15,1875,30.29333,26.61333,20.21333,22.88,43.093329999999995,"GC content above 
 length above"
5423,YOR390W,15,1128,26.41844,35.28369,18.97163,19.32624,38.29787,"GC content below 
 length below"
5424,YOR391C,15,714,30.67227,26.19048,20.44818,22.68908,43.13726,"GC content above 
 length below"
5425,YOR393W,15,1314,27.32116,26.1035,20.85236,25.72298,46.57534,"GC content above 
 length above"
5426,YOR394C-A,15,168,29.7619,27.97619,31.54762,10.71429,42.26191,"GC content above 
 length below"
5427,YOR394W,15,495,27.67677,29.09091,24.64646,18.58586,43.23232,"GC content above 
 length below"
5428,YOR396W,15,5391,29.15971,25.61677,20.40438,24.81914,45.22352,"GC content above 
 length above"
5429,YPL001W,16,1125,34.04444,30.22222,16.53333,19.2,35.733329999999995,"GC content below 
 length below"
5430,YPL002C,16,702,31.33903,30.34188,15.38462,22.93447,38.31909,"GC content below 
 length below"
5431,YPL003W,16,1389,30.74154,29.66163,17.27862,22.31821,39.59683,"GC content below 
 length above"
5432,YPL004C,16,1026,31.48148,25.82846,20.2729,22.41715,42.69005,"GC content above 
 length below"
5433,YPL005W,16,1821,34.70621,28.0615,17.13344,20.09885,37.23229,"GC content below 
 length above"
5434,YPL006W,16,3513,29.43353,32.47936,17.70566,20.38144,38.08710000000001,"GC content below 
 length above"
5435,YPL007C,16,1767,34.52179,29.65478,16.63837,19.18506,35.82343,"GC content below 
 length above"
5436,YPL008W,16,2586,34.64811,28.42227,17.24671,19.68291,36.92962,"GC content below 
 length above"
5437,YPL009C,16,3117,38.20982,24.86365,16.58646,20.34007,36.92653,"GC content below 
 length above"
5438,YPL010W,16,570,33.68421,29.29825,17.19298,19.82456,37.01754,"GC content below 
 length below"
5439,YPL011C,16,1062,36.25235,25.61205,18.26742,19.86817,38.13559,"GC content below 
 length below"
5440,YPL012W,16,3687,33.44182,29.8888,17.52102,19.14836,36.669380000000004,"GC content below 
 length above"
5441,YPL013C,16,366,34.15301,24.04372,15.02732,26.77596,41.80328,"GC content above 
 length below"
5442,YPL014W,16,1146,30.80279,26.52705,26.26527,16.40489,42.67016,"GC content above 
 length below"
5443,YPL015C,16,1074,28.77095,27.83985,20.11173,23.27747,43.3892,"GC content above 
 length below"
5444,YPL016W,16,3945,37.28771,27.47782,20.55767,14.67681,35.234480000000005,"GC content below 
 length above"
5445,YPL017C,16,1500,27.0,26.33333,21.53333,25.13333,46.66666,"GC content above 
 length above"
5446,YPL018W,16,1110,34.59459,26.03604,17.56757,21.8018,39.36937,"GC content below 
 length below"
5447,YPL019C,16,2508,34.44976,29.46571,16.94577,19.13876,36.08453,"GC content below 
 length above"
5448,YPL020C,16,1866,38.96034,26.36656,14.84459,19.82851,34.673100000000005,"GC content below 
 length above"
5449,YPL021W,16,564,34.39716,25.53191,19.68085,20.39007,40.07092,"GC content above 
 length below"
5450,YPL022W,16,3303,34.3627,27.61126,16.98456,21.04148,38.026039999999995,"GC content below 
 length above"
5451,YPL023C,16,1974,30.69909,27.35562,19.14894,22.79635,41.94529,"GC content above 
 length above"
5452,YPL024W,16,726,33.33333,26.03306,18.04408,22.58953,40.633610000000004,"GC content above 
 length below"
5453,YPL026C,16,1509,33.73095,27.56793,20.60968,18.09145,38.70113,"GC content below 
 length above"
5454,YPL027W,16,738,34.28184,26.82927,18.02168,20.86721,38.88889,"GC content below 
 length below"
5455,YPL028W,16,1197,26.7335,29.15622,19.63241,24.47786,44.11027,"GC content above 
 length below"
5456,YPL029W,16,2214,33.46883,27.46161,18.24752,20.82204,39.06956,"GC content below 
 length above"
5457,YPL030W,16,1704,33.62676,27.4061,18.42723,20.53991,38.96714,"GC content below 
 length above"
5458,YPL031C,16,1020,31.47059,25.0,22.35294,21.17647,43.52941,"GC content above 
 length below"
5459,YPL032C,16,2478,35.63358,25.90799,22.71994,15.7385,38.45844,"GC content below 
 length above"
5460,YPL033C,16,846,35.8156,30.37825,15.60284,18.20331,33.80615,"GC content below 
 length below"
5461,YPL034W,16,498,36.34538,26.30522,18.27309,19.07631,37.3494,"GC content below 
 length below"
5462,YPL036W,16,2844,25.07032,31.29395,19.26864,24.36709,43.63573,"GC content above 
 length above"
5463,YPL037C,16,474,31.85654,23.20675,22.78481,22.1519,44.936710000000005,"GC content above 
 length below"
5464,YPL038W,16,534,35.95506,20.22472,20.59925,23.22097,43.820220000000006,"GC content above 
 length below"
5465,YPL038W-A,16,192,39.0625,32.8125,15.625,12.5,28.125,"GC content below 
 length below"
5466,YPL039W,16,951,31.8612,27.54995,18.61199,21.97687,40.58886,"GC content above 
 length below"
5467,YPL040C,16,3009,34.16417,27.01894,19.34197,19.47491,38.81688,"GC content below 
 length above"
5468,YPL041C,16,624,30.44872,29.48718,21.3141,18.75,40.064099999999996,"GC content above 
 length below"
5469,YPL042C,16,1668,33.8729,25.1199,19.0048,22.0024,41.0072,"GC content above 
 length above"
5470,YPL043W,16,2058,37.17201,23.17784,15.20894,24.44121,39.650150000000004,"GC content below 
 length above"
5471,YPL045W,16,2397,34.83521,28.57739,15.97831,20.60909,36.5874,"GC content below 
 length above"
5472,YPL046C,16,300,32.33333,27.0,15.66667,25.0,40.666669999999996,"GC content above 
 length below"
5473,YPL047W,16,300,32.0,26.33333,20.0,21.66667,41.666669999999996,"GC content above 
 length below"
5474,YPL048W,16,1248,29.08654,24.35897,23.15705,23.39744,46.55449,"GC content above 
 length above"
5475,YPL049C,16,1359,31.64091,20.01472,25.16556,23.17881,48.34437,"GC content above 
 length above"
5476,YPL050C,16,1188,32.91246,27.60943,19.02357,20.45455,39.478120000000004,"GC content below 
 length below"
5477,YPL051W,16,597,37.01843,25.96315,14.23786,22.78057,37.01843,"GC content below 
 length below"
5478,YPL052W,16,880,35.11364,31.70455,15.22727,17.95455,33.18182,"GC content below 
 length below"
5479,YPL053C,16,1341,33.10962,29.5302,15.51081,21.84937,37.36018,"GC content below 
 length above"
5480,YPL054W,16,906,31.01545,29.4702,23.95143,15.56291,39.51434,"GC content below 
 length below"
5481,YPL055C,16,999,35.13514,18.61862,24.12412,22.12212,46.24624,"GC content above 
 length below"
5482,YPL056C,16,306,18.62745,31.37255,34.64052,15.35948,50.0,"GC content above 
 length below"
5483,YPL057C,16,1149,32.02785,30.37424,19.32115,18.27676,37.59791,"GC content below 
 length below"
5484,YPL058C,16,4536,27.62346,33.28924,17.46032,21.62698,39.0873,"GC content below 
 length above"
5485,YPL059W,16,453,30.90508,27.59382,19.42605,22.07506,41.50111,"GC content above 
 length below"
5486,YPL060C-A,16,5410,41.07209,26.04436,15.74861,17.13494,32.88355,"GC content below 
 length above"
5487,YPL060W,16,1242,34.78261,28.01932,17.63285,19.56522,37.19807,"GC content below 
 length above"
5488,YPL061W,16,1503,29.34132,27.21224,21.09115,22.35529,43.446439999999996,"GC content above 
 length above"
5489,YPL063W,16,1431,35.15024,25.50664,18.23899,21.10412,39.34311,"GC content below 
 length above"
5490,YPL064C,16,906,37.52759,23.84106,15.34216,23.28918,38.63134,"GC content below 
 length below"
5491,YPL065W,16,729,37.99726,26.47462,20.30178,15.22634,35.52812,"GC content below 
 length below"
5492,YPL066W,16,1440,35.41667,27.36111,22.70833,14.51389,37.22222,"GC content below 
 length above"
5493,YPL067C,16,597,24.79062,23.28308,26.63317,25.29313,51.9263,"GC content above 
 length below"
5494,YPL068C,16,882,36.62132,23.35601,23.9229,16.09977,40.02267,"GC content above 
 length below"
5495,YPL069C,16,1008,33.43254,29.36508,19.74206,17.46032,37.20238,"GC content below 
 length below"
5496,YPL070W,16,1839,36.97662,27.94997,17.94454,17.12887,35.073409999999996,"GC content below 
 length above"
5497,YPL071C,16,471,38.42887,25.90234,14.22505,21.44374,35.66879,"GC content below 
 length below"
5498,YPL072W,16,1500,36.73333,26.73333,18.66667,17.86667,36.533339999999995,"GC content below 
 length above"
5499,YPL074W,16,2265,35.45254,24.85651,17.66004,22.03091,39.69095,"GC content above 
 length above"
5500,YPL075W,16,3109,34.19106,28.53007,19.33097,17.94789,37.27886,"GC content below 
 length above"
5501,YPL076W,16,843,28.82562,35.46856,20.2847,15.42112,35.70582,"GC content below 
 length below"
5502,YPL077C,16,723,36.79115,20.74689,20.47026,21.9917,42.461960000000005,"GC content above 
 length below"
5503,YPL078C,16,735,30.88435,29.65986,17.82313,21.63265,39.455780000000004,"GC content below 
 length below"
5504,YPL079W,16,904,34.84513,28.53982,17.14602,19.46903,36.61505,"GC content below 
 length below"
5505,YPL081W,16,1095,30.59361,30.68493,17.44292,21.27854,38.72146,"GC content below 
 length below"
5506,YPL082C,16,5604,32.798,28.26552,18.64739,20.28908,38.93647,"GC content below 
 length above"
5507,YPL083C,16,1404,34.54416,27.63533,17.94872,19.87179,37.82051,"GC content below 
 length above"
5508,YPL084W,16,2535,35.85799,27.41617,18.06706,18.65878,36.725840000000005,"GC content below 
 length above"
5509,YPL085W,16,6588,34.39587,24.43837,21.84274,19.32301,41.16575,"GC content above 
 length above"
5510,YPL086C,16,1674,32.67622,29.27121,16.18877,21.8638,38.05257,"GC content below 
 length above"
5511,YPL087W,16,954,26.72956,34.27673,17.61006,21.38365,38.99371,"GC content below 
 length below"
5512,YPL088W,16,1029,32.4587,27.1137,17.58989,22.83771,40.4276,"GC content above 
 length below"
5513,YPL089C,16,2031,34.90891,23.97834,24.56918,16.54357,41.11275,"GC content above 
 length above"
5514,YPL090C,16,1105,34.29864,27.23982,16.28959,22.17195,38.46154,"GC content below 
 length below"
5515,YPL091W,16,1452,31.40496,28.37466,16.87328,23.34711,40.22039,"GC content above 
 length above"
5516,YPL092W,16,1377,28.10458,32.82498,18.4459,20.62455,39.07045,"GC content below 
 length above"
5517,YPL093W,16,1944,33.02469,26.38889,18.6214,21.96502,40.586420000000004,"GC content above 
 length above"
5518,YPL094C,16,825,30.78788,26.66667,19.87879,22.66667,42.54546,"GC content above 
 length below"
5519,YPL095C,16,1371,30.99927,28.15463,19.69365,21.15244,40.846090000000004,"GC content above 
 length above"
5520,YPL096C-A,16,207,22.70531,32.85024,21.73913,22.70531,44.44444,"GC content above 
 length below"
5521,YPL096W,16,1092,33.88278,27.5641,15.65934,22.89377,38.553110000000004,"GC content below 
 length below"
5522,YPL097W,16,1479,31.91346,29.14131,16.97093,21.97431,38.94524,"GC content below 
 length above"
5523,YPL098C,16,342,27.77778,25.4386,21.92982,24.8538,46.78362,"GC content above 
 length below"
5524,YPL099C,16,549,34.97268,26.77596,17.12204,21.12933,38.251369999999994,"GC content below 
 length below"
5525,YPL100W,16,1491,34.40644,28.10195,16.90141,20.59021,37.49162,"GC content below 
 length above"
5526,YPL101W,16,1371,32.31218,24.87236,21.0795,21.73596,42.81546,"GC content above 
 length above"
5527,YPL103C,16,1407,31.5565,27.36318,19.26084,21.81947,41.08031,"GC content above 
 length above"
5528,YPL104W,16,1977,33.48508,27.56702,17.45068,21.49722,38.9479,"GC content below 
 length above"
5529,YPL105C,16,2550,34.35294,24.70588,20.70588,20.23529,40.94117,"GC content above 
 length above"
5530,YPL106C,16,2082,31.65226,26.99328,20.17291,21.18156,41.354470000000006,"GC content above 
 length above"
5531,YPL107W,16,747,35.74297,22.35609,16.86747,25.03347,41.900940000000006,"GC content above 
 length below"
5532,YPL108W,16,507,34.714,22.87968,15.97633,26.42998,42.406310000000005,"GC content above 
 length below"
5533,YPL109C,16,2126,32.12606,31.65569,17.26246,18.95579,36.21825,"GC content below 
 length above"
5534,YPL110C,16,3672,34.17756,27.69608,16.939,21.18736,38.126360000000005,"GC content below 
 length above"
5535,YPL111W,16,1002,26.84631,25.6487,21.75649,25.7485,47.50499,"GC content above 
 length below"
5536,YPL112C,16,1185,34.34599,28.60759,18.14346,18.90295,37.04641,"GC content below 
 length below"
5537,YPL113C,16,1191,31.90596,28.21159,17.63224,22.25021,39.88245,"GC content above 
 length below"
5538,YPL115C,16,3387,34.16002,28.37319,19.66342,17.80337,37.46679,"GC content below 
 length above"
5539,YPL116W,16,2094,34.52722,25.88348,19.1022,20.48711,39.58931,"GC content below 
 length above"
5540,YPL117C,16,867,34.60208,28.3737,16.83968,20.18454,37.02422,"GC content below 
 length below"
5541,YPL118W,16,1035,35.65217,26.08696,17.3913,20.86957,38.26087,"GC content below 
 length below"
5542,YPL119C,16,1854,30.85221,26.53722,18.33873,24.27184,42.61057,"GC content above 
 length above"
5543,YPL119C-A,16,264,23.10606,43.56061,17.04545,16.28788,33.333330000000004,"GC content below 
 length below"
5544,YPL120W,16,1674,38.17204,26.28435,17.62246,17.92115,35.54361,"GC content below 
 length above"
5545,YPL121C,16,669,41.85351,22.42152,13.60239,22.12257,35.724959999999996,"GC content below 
 length below"
5546,YPL122C,16,1542,35.21401,28.72892,17.57458,18.48249,36.057069999999996,"GC content below 
 length above"
5547,YPL123C,16,1305,35.24904,28.81226,16.4751,19.4636,35.9387,"GC content below 
 length above"
5548,YPL124W,16,762,38.32021,22.83465,18.24147,20.60367,38.84514,"GC content below 
 length below"
5549,YPL125W,16,3099,33.72056,31.13908,17.23136,17.909,35.14036,"GC content below 
 length above"
5550,YPL126W,16,2691,33.66778,29.20847,19.36083,17.76291,37.12374,"GC content below 
 length above"
5551,YPL127C,16,777,35.00644,18.79022,23.80952,22.39382,46.20334,"GC content above 
 length below"
5552,YPL128C,16,1689,31.37951,26.11012,22.26169,20.24867,42.510360000000006,"GC content above 
 length above"
5553,YPL129W,16,840,35.0,25.95238,18.57143,20.47619,39.047619999999995,"GC content below 
 length below"
5554,YPL130W,16,672,33.18452,30.80357,16.36905,19.64286,36.01191,"GC content below 
 length below"
5555,YPL131W,16,894,29.75391,25.83893,22.48322,21.92394,44.407160000000005,"GC content above 
 length below"
5556,YPL132W,16,903,31.6722,29.0144,18.60465,20.70875,39.3134,"GC content below 
 length below"
5557,YPL133C,16,1341,31.99105,25.87621,19.38852,22.74422,42.13274,"GC content above 
 length above"
5558,YPL134C,16,933,28.18864,27.22401,19.07824,25.50911,44.58735,"GC content above 
 length below"
5559,YPL135W,16,498,28.91566,25.50201,21.28514,24.29719,45.58233,"GC content above 
 length below"
5560,YPL137C,16,3831,32.00209,28.03446,21.065,18.89846,39.96346,"GC content above 
 length above"
5561,YPL138C,16,1062,35.87571,25.2354,14.87759,24.0113,38.888889999999996,"GC content below 
 length below"
5562,YPL139C,16,1383,33.47795,28.99494,16.55821,20.96891,37.52712,"GC content below 
 length above"
5563,YPL140C,16,1521,34.31953,25.57528,19.65812,20.44707,40.10519,"GC content above 
 length above"
5564,YPL141C,16,2598,36.37413,24.3649,21.51655,17.74442,39.26097,"GC content below 
 length above"
5565,YPL143W,16,849,34.15783,29.68198,18.0212,18.13899,36.16019,"GC content below 
 length below"
5566,YPL144W,16,447,30.42506,29.08277,19.6868,20.80537,40.49217,"GC content above 
 length below"
5567,YPL145C,16,1305,31.49425,28.88889,19.54023,20.07663,39.61686,"GC content below 
 length above"
5568,YPL146C,16,1368,44.00585,21.92982,13.52339,20.54094,34.06433,"GC content below 
 length above"
5569,YPL147W,16,2613,33.40987,30.53961,16.41791,19.63261,36.05052,"GC content below 
 length above"
5570,YPL148C,16,522,32.37548,29.50192,17.81609,20.30651,38.1226,"GC content below 
 length below"
5571,YPL149W,16,885,30.16949,31.07345,18.53107,20.22599,38.757059999999996,"GC content below 
 length below"
5572,YPL150W,16,2706,34.40503,27.01404,17.73836,20.84257,38.580929999999995,"GC content below 
 length above"
5573,YPL151C,16,1356,31.93215,26.17994,18.21534,23.67257,41.887910000000005,"GC content above 
 length above"
5574,YPL152W,16,1077,31.94058,30.17642,17.6416,20.24141,37.88301,"GC content below 
 length below"
5575,YPL152W-A,16,99,29.29293,30.30303,22.22222,18.18182,40.404039999999995,"GC content above 
 length below"
5576,YPL153C,16,2466,34.46878,26.27737,17.59935,21.6545,39.25385,"GC content below 
 length above"
5577,YPL154C,16,1218,26.76519,30.62397,20.68966,21.92118,42.610839999999996,"GC content above 
 length below"
5578,YPL155C,16,2121,33.71051,23.95097,20.08487,22.25365,42.33852,"GC content above 
 length above"
5579,YPL156C,16,855,36.25731,27.25146,19.76608,16.72515,36.49123,"GC content below 
 length below"
5580,YPL157W,16,948,34.49367,25.7384,16.98312,22.78481,39.76793,"GC content above 
 length below"
5581,YPL158C,16,2277,37.50549,24.9451,19.06017,18.48924,37.549409999999995,"GC content below 
 length above"
5582,YPL159C,16,762,37.40157,24.54068,19.42257,18.63517,38.057739999999995,"GC content below 
 length below"
5583,YPL160W,16,3273,32.20287,28.4143,18.30125,21.08158,39.38283,"GC content below 
 length above"
5584,YPL161C,16,1902,34.9632,29.23239,16.87697,18.92744,35.804410000000004,"GC content below 
 length above"
5585,YPL162C,16,822,28.71046,31.75182,19.09976,20.43796,39.53772,"GC content below 
 length below"
5586,YPL163C,16,783,30.65134,26.69221,27.33078,15.32567,42.65645,"GC content above 
 length below"
5587,YPL164C,16,2148,33.89199,28.02607,18.9013,19.18063,38.08193,"GC content below 
 length above"
5588,YPL165C,16,1122,32.53119,30.83779,17.64706,18.98396,36.63102,"GC content below 
 length below"
5589,YPL166W,16,642,38.78505,27.1028,14.01869,20.09346,34.11215,"GC content below 
 length below"
5590,YPL167C,16,4515,35.06091,28.52713,17.12071,19.29125,36.41196,"GC content below 
 length above"
5591,YPL168W,16,1293,37.74169,25.98608,17.71075,18.56148,36.27223,"GC content below 
 length above"
5592,YPL169C,16,1800,33.33333,26.38889,20.61111,19.66667,40.27778,"GC content above 
 length above"
5593,YPL170W,16,459,29.41176,25.70806,20.04357,24.8366,44.88017,"GC content above 
 length below"
5594,YPL171C,16,1203,27.26517,26.01829,21.19701,25.51953,46.716539999999995,"GC content above 
 length below"
5595,YPL172C,16,1389,30.88553,28.94168,20.08639,20.08639,40.17278,"GC content above 
 length above"
5596,YPL173W,16,894,36.57718,24.16107,17.11409,22.14765,39.26174,"GC content below 
 length below"
5597,YPL174C,16,2607,38.16647,27.34944,15.68853,18.79555,34.48408,"GC content below 
 length above"
5598,YPL175W,16,1459,31.93968,29.67786,18.36875,20.01371,38.382459999999995,"GC content below 
 length above"
5599,YPL176C,16,2352,32.27041,27.08333,18.66497,21.98129,40.64626,"GC content above 
 length above"
5600,YPL177C,16,921,34.63626,24.10423,22.36699,18.89251,41.2595,"GC content above 
 length below"
5601,YPL178W,16,627,31.89793,28.38915,18.34131,21.37161,39.71292,"GC content above 
 length below"
5602,YPL179W,16,1650,32.36364,30.0,19.51515,18.12121,37.636359999999996,"GC content below 
 length above"
5603,YPL180W,16,2400,35.70833,24.75,19.125,20.41667,39.541669999999996,"GC content below 
 length above"
5604,YPL181W,16,1521,36.81788,20.11834,18.40894,24.65483,43.063770000000005,"GC content above 
 length above"
5605,YPL183C,16,3042,31.85404,30.9336,16.73241,20.47995,37.212360000000004,"GC content below 
 length above"
5606,YPL183W-A,16,282,30.49645,25.53191,23.40426,20.56738,43.97164,"GC content above 
 length below"
5607,YPL184C,16,1839,32.13703,29.52692,18.92333,19.41272,38.33605,"GC content below 
 length above"
5608,YPL186C,16,915,37.37705,22.40437,17.15847,23.06011,40.21858,"GC content above 
 length below"
5609,YPL187W,16,498,31.1245,24.49799,21.68675,22.69076,44.37751,"GC content above 
 length below"
5610,YPL188W,16,1245,31.72691,29.23695,19.51807,19.51807,39.03614,"GC content below 
 length above"
5611,YPL189C-A,16,207,31.40097,27.53623,21.25604,19.80676,41.062799999999996,"GC content above 
 length below"
5612,YPL189W,16,1830,28.85246,33.38798,17.59563,20.16393,37.75956,"GC content below 
 length above"
5613,YPL190C,16,2409,35.82399,22.87256,21.58572,19.71773,41.30345,"GC content above 
 length above"
5614,YPL191C,16,1083,35.5494,29.17821,16.52816,18.74423,35.27239,"GC content below 
 length below"
5615,YPL192C,16,402,39.05473,22.88557,17.91045,20.14925,38.0597,"GC content below 
 length below"
5616,YPL193W,16,1146,39.00524,24.34555,17.71379,18.93543,36.64922,"GC content below 
 length below"
5617,YPL194W,16,1839,36.48722,25.01359,17.56389,20.93529,38.499179999999996,"GC content below 
 length above"
5618,YPL195W,16,2799,35.72705,29.15327,15.14827,19.97142,35.11969,"GC content below 
 length above"
5619,YPL196W,16,822,32.60341,27.25061,17.39659,22.74939,40.145979999999994,"GC content above 
 length below"
5620,YPL198W,16,1551,31.78594,32.68859,18.18182,17.34365,35.52547,"GC content below 
 length above"
5621,YPL199C,16,723,37.06777,23.51314,17.70401,21.71508,39.41909,"GC content below 
 length below"
5622,YPL200W,16,471,33.75796,31.21019,15.49894,19.53291,35.03185,"GC content below 
 length below"
5623,YPL201C,16,1386,33.04473,29.29293,18.90332,18.75902,37.66234,"GC content below 
 length above"
5624,YPL202C,16,1251,36.69065,26.69864,19.5044,17.10631,36.61071,"GC content below 
 length above"
5625,YPL203W,16,1143,31.32108,27.82152,19.59755,21.25984,40.857389999999995,"GC content above 
 length below"
5626,YPL204W,16,1485,33.33333,25.18519,20.40404,21.07744,41.48148,"GC content above 
 length above"
5627,YPL206C,16,966,27.63975,31.26294,16.97723,24.12008,41.09731,"GC content above 
 length below"
5628,YPL207W,16,2433,31.97698,28.19564,15.82409,24.00329,39.82738,"GC content above 
 length above"
5629,YPL208W,16,1752,31.96347,29.45205,18.60731,19.97717,38.58448,"GC content below 
 length above"
5630,YPL209C,16,1104,38.8587,24.5471,17.75362,18.84058,36.5942,"GC content below 
 length below"
5631,YPL210C,16,1923,37.23349,27.19709,17.05668,18.51274,35.56942,"GC content below 
 length above"
5632,YPL211W,16,546,31.86813,30.40293,15.38462,22.34432,37.72894,"GC content below 
 length below"
5633,YPL212C,16,1635,35.41284,24.64832,17.737,22.20183,39.938829999999996,"GC content above 
 length above"
5634,YPL213W,16,717,34.58856,25.94142,17.15481,22.3152,39.47001,"GC content below 
 length below"
5635,YPL214C,16,1623,29.82132,29.20518,19.28527,21.68823,40.9735,"GC content above 
 length above"
5636,YPL215W,16,1008,34.12698,27.77778,17.2619,20.83333,38.09523,"GC content below 
 length below"
5637,YPL216W,16,3309,36.20429,27.53098,16.13781,20.12693,36.26474,"GC content below 
 length above"
5638,YPL217C,16,3552,35.95158,24.77477,15.79392,23.47973,39.27365,"GC content below 
 length above"
5639,YPL218W,16,712,26.26404,36.09551,16.57303,21.06742,37.64045,"GC content below 
 length below"
